checked,date,comment,no,endnoteID,author,year,lastname,author_year_format,author_year,title,country,site,multi_country,setting,representativeness,cohort_abbrev,cohort_abbrev,study_design,fup_period,fup_start,fup_end,dc_period,dc_start,dc_end,data_source,moa,sampling,sample_size,sex,age_specific,start_age,end_age,response_rate,attr_rate,comment about sample characteristics,instrument,diag_criteria,M_EstimateType,M_TypeofAnalysis,page,table,temporality_type,dx1_timing,dx2_timing,dx1_label,dx1_abbrev,dx2_label,dx2_abbrev,pair,unadj_type,unadj_subtype,unadj_rate,unadj_lower,unadj_upper,unadj_pvalue,adj_type,adj_subtype,adj_rate,adj_lower,adj_upper,adj_pvalue,adj_conf,cross_type,cross_subtype,a,b,c,d,double check bs:bv,unadj_indicator1,unadj_indicator2,unadj_indicator,unadjusted_type,adj_indicator,S_QRBackground,S_QRObjective,S_QRSetting,S_QRDataSource,S_QRDiagnosticCriteria,S_QRDiagnosticMethod,S_QRGeneralizability,S_QREstimate,S_QRAdjustment,S_QRBias,S_QRStatistics,S_QREthicalApproval,S_QRTotalScore
yes,11-Nov,DERIVED ESTIMATE,12,50,"Saha, T. D.",2016,Saha,Saha et al (2016),Saha et al (2016),Nonmedical Prescription Opioid Use and DSM-5 Nonmedical Prescription Opioid Use Disorder in the United States,USA,,,,N,NESARC-III,The National Epidemiological Survey on Alcohol and Related Conditions III,CS,,,,2,2012,2013,survey,face-to-face Interview (both),probability,36309,both,,18,99,60.1,,,AUDADIS-5,"DSM-5, IV",odds ratios,logistic regression,,,LT,LT,LT,bipolar disorder,BIPOLAR,opioid abuse/dependence,OPIUD,BIPOLAR-OPIUD,,,,,,,overall,,1.45,1.05,2,,sociodemographic characteristics and other substance use and psychiatric disorders,,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,1,14
yes,11-Nov,,1,105,"Salas, J.",2016,Salas,Salas et al (2016),Salas et al (2016),"Racial differences in the association between nonmedical prescription opioid use, abuse/dependence, and major depression",USA,,,,N,NSDUH,National survey on drug use and health 2012-2013,CS,,,,2,2012,2013,survey,face-to-face Interview (both),multistage,110428,both,0,18,99,,,,,DSM-IV,odds ratios,logistic regression,28,3,PP,12-month,12-month,alcohol abuse or dependence,AUD,major depressive episode,DEP,AUD-DEP,overall,,5.88,4.51,7.67,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,11-Nov,,1,73,"Sara, G.",2012,Sara,Sara et al (2012),Sara et al (2012),Stimulant use disorders: characteristics and comorbidity in an Australian population sample,Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,2007,2007,survey,face-to-face Interview (both),multistage,8841,both,0,16,85,60,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,1176,1,LT,LT,LT,any affective disorder,MOOD,stimulant use disorder,STIMUD,MOOD-STIMUD,overall,,3.8,2.5,5.7,,overall,,2.3,1.5,3.5,,"demographic variables, lifetime mental health and substance disorders",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,11-Nov,,2,73,"Sara, G.",2012,Sara,Sara et al (2012),Sara et al (2012),Stimulant use disorders: characteristics and comorbidity in an Australian population sample,Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,2007,2007,survey,face-to-face Interview (both),multistage,8841,both,0,16,85,60,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,1176,1,LT,LT,LT,bipolar disorder,BIPOLAR,stimulant use disorder,STIMUD,BIPOLAR-STIMUD,overall,,9.7,5.6,16.8,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,11-Nov,,3,73,"Sara, G.",2012,Sara,Sara et al (2012),Sara et al (2012),Stimulant use disorders: characteristics and comorbidity in an Australian population sample,Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,2007,2007,survey,face-to-face Interview (both),multistage,8841,both,0,16,85,60,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,1176,1,LT,LT,LT,depression,DEP,stimulant use disorder,STIMUD,DEP-STIMUD,overall,,3.4,2.3,5.1,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,1,1,0,13
yes,11-Nov,DERIVED ESTIMATE,1,180,"Sareen, J.",2004,Sareen,Sareen et al (2004),Sareen et al (2004),Does a U-shaped relationship exist between alcohol use and DSM-III-R mood and anxiety disorders?,Canada,Canada,,,N,OHS-MHS,Ontario Health Survey-Mental Health Supplement,CS,,,,1,,,survey,face-to-face Interview (both),random,7001,both,,19,64,,,,UM-CIDI,DSM-III-R,odds ratios,chi-squared,115,1,LT,LT,LT,major depression,DEP,alcohol abuse or dependence,AUD,DEP-AUD,,,,,,,,,,,,,,overall,,200,409,1350,5042,1.826315313,0,1,1,overall,0,1,1,1,2,2,3,0,1,1,0,1,0,13
yes,11-Nov,DERIVED ESTIMATE,2,180,"Sareen, J.",2004,Sareen,Sareen et al (2004),Sareen et al (2004),Does a U-shaped relationship exist between alcohol use and DSM-III-R mood and anxiety disorders?,Canada,Canada,,,N,OHS-MHS,Ontario Health Survey-Mental Health Supplement,CS,,,,1,,,survey,face-to-face Interview (both),random,7001,both,,19,64,,,,UM-CIDI,DSM-III-R,odds ratios,chi-squared,115,1,LT,LT,LT,dysthymia,DYS,alcohol abuse or dependence,AUD,DYS-AUD,,,,,,,,,,,,,,overall,,68,166,1482,5285,1.460823049,0,1,1,overall,0,1,1,1,2,2,3,0,1,1,0,1,0,13
yes,11-Nov,DERIVED ESTIMATE,3,180,"Sareen, J.",2004,Sareen,Sareen et al (2004),Sareen et al (2004),Does a U-shaped relationship exist between alcohol use and DSM-III-R mood and anxiety disorders?,USA,USA,,,N,NCS,National Comorbidity Survey,CS,,,,1,,,survey,face-to-face Interview (both),random,6780,both,,21,54,82.4,,,UM-CIDI,DSM-III-R,odds ratios,chi-squared,115,1,LT,LT,LT,major depression,DEP,alcohol abuse or dependence,AUD,DEP-AUD,,,,,,,,,,,,,,overall,,611,691,939,4539,4.274228673,0,1,1,overall,0,1,1,1,2,2,3,0,1,1,0,1,0,13
yes,11-Nov,DERIVED ESTIMATE,4,180,"Sareen, J.",2004,Sareen,Sareen et al (2004),Sareen et al (2004),Does a U-shaped relationship exist between alcohol use and DSM-III-R mood and anxiety disorders?,USA,USA,,,N,NCS,National Comorbidity Survey,CS,,,,1,,,survey,face-to-face Interview (both),random,6780,both,,21,54,82.4,,,UM-CIDI,DSM-III-R,odds ratios,chi-squared,115,1,LT,LT,LT,dysthymia,DYS,alcohol abuse or dependence,AUD,DYS-AUD,,,,,,,,,,,,,,overall,,258,376,1292,4954,2.631027271,0,1,1,overall,0,1,1,1,2,2,3,0,1,1,0,1,0,13
yes,11-Nov,DERIVED ESTIMATE,1,117,"Schumann, A.",2004,Schumann,Schumann et al (2004),Schumann et al (2004),"Prevalence, characteristics, associated mental disorders and predictors of DSM-IV nicotine dependence",Germany,Lubeck and 46 surrounding communities,,,S,TACOS,German transitions in alcohol consumption and smoking,PC,,,,1,,,survey,face-to-face Interview (both),random,4073,both,0,18,64,70.2,,,CIDI,DSM-IV,odds ratios,chi-squared,31,2,LT,LT,LT,bipolar disorder,BIPOLAR,nicotine dependence,NICD,BIPOLAR-NICD,,,,,,,,,,,,,,overall,,7,2430,11,1625,0.390612219,0,1,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,11-Nov,DERIVED ESTIMATE,2,117,"Schumann, A.",2004,Schumann,Schumann et al (2004),Schumann et al (2004),"Prevalence, characteristics, associated mental disorders and predictors of DSM-IV nicotine dependence",Germany,Lubeck and 46 surrounding communities,,,S,TACOS,German transitions in alcohol consumption and smoking,PC,,,,1,,,survey,face-to-face Interview (both),random,4073,both,0,18,64,70.2,,,CIDI,DSM-IV,odds ratios,chi-squared,31,2,LT,LT,LT,major depression,DEP,nicotine dependence,NICD,DEP-NICD,,,,,,,,,,,,,,overall,,274,2163,134,1502,1.41627487,0,1,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,11-Nov,DERIVED ESTIMATE,3,117,"Schumann, A.",2004,Schumann,Schumann et al (2004),Schumann et al (2004),"Prevalence, characteristics, associated mental disorders and predictors of DSM-IV nicotine dependence",Germany,Lubeck and 46 surrounding communities,,,S,TACOS,German transitions in alcohol consumption and smoking,PC,,,,1,,,survey,face-to-face Interview (both),random,4073,both,0,18,64,70.2,,,CIDI,DSM-IV,odds ratios,chi-squared,31,2,LT,LT,LT,dysthymia,DYS,nicotine dependence,NICD,DYS-NICD,,,,,,,,,,,,,,overall,,72,2365,28,1608,1.753249002,0,1,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,11-Nov,DERIVED ESTIMATE,4,117,"Schumann, A.",2004,Schumann,Schumann et al (2004),Schumann et al (2004),"Prevalence, characteristics, associated mental disorders and predictors of DSM-IV nicotine dependence",Germany,Lubeck and 46 surrounding communities,,,S,TACOS,German transitions in alcohol consumption and smoking,PC,,,,1,,,survey,face-to-face Interview (both),random,4073,both,0,18,64,70.2,,,CIDI,DSM-IV,odds ratios,chi-squared,31,2,LT,LT,LT,any affective disorder,MOOD,nicotine dependence,NICD,MOOD-NICD,,,,,,,,,,,,,,overall,,335,2102,167,1469,1.401545184,0,1,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,,1,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,alcohol abuse,ALA,bipolar disorder,BIPOLAR,ALA-BIPOLAR,overall,,7.98,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,2,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,alcohol abuse,ALA,dysthymia,DYS,ALA-DYS,overall,,3.45,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,3,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,alcohol abuse,ALA,major depression,DEP,ALA-DEP,overall,,2.74,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,4,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,alcohol dependence,ALD,bipolar disorder,BIPOLAR,ALD-BIPOLAR,overall,,11.85,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,5,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,alcohol dependence,ALD,dysthymia,DYS,ALD-DYS,overall,,5.02,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,6,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,alcohol dependence,ALD,major depression,DEP,ALD-DEP,overall,,3.54,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,7,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,drug abuse,DRA,bipolar disorder,BIPOLAR,DRA-BIPOLAR,overall,,9.06,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,8,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,drug abuse,DRA,dysthymia,DYS,DRA-DYS,overall,,4.99,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,9,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,drug abuse,DRA,major depression,DEP,DRA-DEP,overall,,4.17,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,10,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,drug dependence,DRD,bipolar disorder,BIPOLAR,DRD-BIPOLAR,overall,,10.61,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,11,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,drug dependence,DRD,dysthymia,DYS,DRD-DYS,overall,,15.62,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,15-Oct,,12,47,"Scott, K. M.",2006,Scott,Scott et al (2006),Scott et al (2006),Mental disorder comorbidity in Te Rau Hinengaro: the New Zealand Mental Health Survey,New Zealand,,,,N,NZMHS,The New Zealand Mental Health Survey,CS,,,,2,2003,2004,survey,Face-to-Face interview (both),multistage,12992,both,0,16,99,73.3,,,CIDI,DSM-IV,odds ratios,logistic regression,878,3,PP,12-month,12-month,drug dependence,DRD,major depression,DEP,DRD-DEP,overall,,8.04,,,0.01,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,0,0,12
yes,11-Nov,,1,194,"Serrano-Blanco, A.",2010,Serrano-Blanco,Serrano-Blanco et al (2010),Serrano-Blanco et al (2010),Prevalence of mental disorders in primary care: results from the diagnosis and treatment of mental disorders in primary care study (DASMAP),Spain,"Catalonia, Spain",,primary care patients,S,,,CS,,,,1,2006,2006,survey,Face-to-Face interview (both),multistage,3820,both,0,18,99,80.5,,,DASMAP,DSM-IV,odds ratios,logistic regression,207,4,PP,12-month,12-month,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,overall,,2.15,0.71,6.49,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,11-Nov,,2,194,"Serrano-Blanco, A.",2010,Serrano-Blanco,Serrano-Blanco et al (2010),Serrano-Blanco et al (2010),Prevalence of mental disorders in primary care: results from the diagnosis and treatment of mental disorders in primary care study (DASMAP),Spain,"Catalonia, Spain",,primary care patients,S,,,CS,,,,1,2006,2006,survey,Face-to-Face interview (both),multistage,3820,both,0,18,99,80.5,,,DASMAP,DSM-IV,odds ratios,logistic regression,207,4,PP,12-month,12-month,major depression,DEP,alcohol abuse,ALA,DEP-ALA,overall,,0.62,0.19,1.99,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,11-Nov,,3,194,"Serrano-Blanco, A.",2010,Serrano-Blanco,Serrano-Blanco et al (2010),Serrano-Blanco et al (2010),Prevalence of mental disorders in primary care: results from the diagnosis and treatment of mental disorders in primary care study (DASMAP),Spain,"Catalonia, Spain",,primary care patients,S,,,CS,,,,1,2006,2006,survey,Face-to-Face interview (both),multistage,3820,both,0,18,99,80.5,,,DASMAP,DSM-IV,odds ratios,logistic regression,207,4,PP,12-month,12-month,major depression,DEP,alcohol dependence,ALD,DEP-ALD,overall,,2.09,1.01,4.32,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,1,14
yes,11-Nov,,1,89,"Slade, T.",2015,Slade,Slade et al (2015),Slade et al (2015),"Onset and temporal sequencing of lifetime anxiety, mood and substance use disorders in the general population",Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,2007,2007,survey,face-to-face Interview (both),multistage,8841,both,0,16,85,60,,,WMH-CIDI,DSM-IV,odds ratios,discrete-time survival analysis,49,3,TO,TO,TO,any mood disorder,MOOD,substance use disorder,SUD,MOOD-SUD,,,,,,,overall,,2,1.6,2.6,,"sex, preexisting mental disorders",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,1,15
yes,11-Nov,,2,89,"Slade, T.",2015,Slade,Slade et al (2015),Slade et al (2015),"Onset and temporal sequencing of lifetime anxiety, mood and substance use disorders in the general population",Australia,,,,N,NSMHWB,The Australian National Survey of Mental Health and Well-Being,CS,,,,1,2007,2007,survey,face-to-face Interview (both),multistage,8841,both,0,16,85,60,,,WMH-CIDI,DSM-IV,odds ratios,discrete-time survival analysis,49,3,TO,TO,TO,substance use disorder,SUD,any mood disorder,MOOD,SUD-MOOD,,,,,,,overall,,1.3,1,1.7,,"sex, preexisting mental disorders",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,1,15
yes,11-Nov,,1,98,"Spak, L.",2000,Spak,Spak et al (2000),Spak et al (2000),Alcoholism and depression in a Swedish female population: co-morbidity and risk factors,Sweden,,,,S,WAG,Women and Alcohol in Goéteborg,CS,,,,1,1985,1985,survey,face-to-face Interview (both),stratified,316,female,,24,65,88.3,,,CIDI-SAM,DSM-IV,odds ratios,logistic regression,49,5-Jun,LT,LT,LT,alcohol use disorder,AUD,depressive disorders,DEP,AUD-DEP,sex,female,3.13,1.67,5.88,,sex,female,1.9,0.9,4.04,,"social, psychological, behavioural and substance use factors from childhood/adolescence",,,,,,,,1,0,1,sex,1,1,1,1,2,2,3,1,1,0,1,1,0,14
yes,11-Nov,,1,36,"Spaner, D.",1994,Spaner,Spaner et al (1994),Spaner et al (1994),Epidemiology of psychiatric disorders in Edmonton. Major depressive disorder,Canada,"Edmonton, Alberta",,,S,the Edmonton study,the Edmonton study,CS,,,,4,1983,1986,survey,Face-to-Face interview (both),multistage,3258,both,0,18,99,71.6,,,DIS,DSM-III,odds ratios,chi-squared,12,4,LT,LT,LT,major depression,DEP,alcohol abuse or dependence,AUD,DEP-AUD,,,,,,,,,,,,,,overall,,105,239,489,2425,2.17868419,0,1,1,overall,0,1,1,1,2,2,3,1,0,0,0,0,0,11
yes,11-Nov,,2,36,"Spaner, D.",1994,Spaner,Spaner et al (1994),Spaner et al (1994),Epidemiology of psychiatric disorders in Edmonton. Major depressive disorder,Canada,"Edmonton, Alberta",,,S,the Edmonton study,the Edmonton study,CS,,,,4,1983,1986,survey,Face-to-Face interview (both),multistage,3258,both,0,18,99,71.6,,,DIS,DSM-III,odds ratios,chi-squared,12,4,LT,LT,LT,major depression,DEP,drug abuse or dependence,DUD,DEP-DUD,,,,,,,,,,,,,,overall,,51,293,178,2736,2.675461134,0,1,1,overall,0,1,1,1,2,2,3,1,0,0,0,0,0,11
yes,23-Oct,,1,181,"Stinson, F. S.",2006,Stinson,Stinson et al (2006),Stinson et al (2006),"Cannabis use disorders in the USA: prevalence, correlates and co-morbidity",USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,face-to-face Interview (both),multistage,43093,both,,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1454,4,PP,12-month,12-month,any mood disorder,MOOD,any marijuana use disorder,MARUD,MOOD-MARUD,,,,,,,overall,,2.9,2.28,3.6,,"sex, raceÐethnicity, age, marital status, education, income, urbanicity, and region",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,1,14
yes,23-Oct,,2,181,"Stinson, F. S.",2006,Stinson,Stinson et al (2006),Stinson et al (2006),"Cannabis use disorders in the USA: prevalence, correlates and co-morbidity",USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,face-to-face Interview (both),multistage,43093,both,,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1454,4,PP,12-month,12-month,any mood disorder,MOOD,marijuana abuse,MARA,MOOD-MARA,,,,,,,overall,,2.2,1.61,2.85,,"sex, raceÐethnicity, age, marital status, education, income, urbanicity, and region",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,1,14
yes,23-Oct,,3,181,"Stinson, F. S.",2006,Stinson,Stinson et al (2006),Stinson et al (2006),"Cannabis use disorders in the USA: prevalence, correlates and co-morbidity",USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,face-to-face Interview (both),multistage,43093,both,,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1454,4,PP,12-month,12-month,any mood disorder,MOOD,marijuana dependence,MARD,MOOD-MARD,,,,,,,overall,,5.7,3.64,8.99,,"sex, raceÐethnicity, age, marital status, education, income, urbanicity, and region",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,1,14
yes,23-Oct,,4,181,"Stinson, F. S.",2006,Stinson,Stinson et al (2006),Stinson et al (2006),"Cannabis use disorders in the USA: prevalence, correlates and co-morbidity",USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,face-to-face Interview (both),multistage,43093,both,,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1454,4,LT,LT,LT,any mood disorder,MOOD,any marijuana use disorder,MARUD,MOOD-MARUD,,,,,,,overall,,2.9,2.63,3.26,,"sex, raceÐethnicity, age, marital status, education, income, urbanicity, and region",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,1,14
yes,23-Oct,,5,181,"Stinson, F. S.",2006,Stinson,Stinson et al (2006),Stinson et al (2006),"Cannabis use disorders in the USA: prevalence, correlates and co-morbidity",USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,face-to-face Interview (both),multistage,43093,both,,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1454,4,LT,LT,LT,any mood disorder,MOOD,marijuana abuse,MARA,MOOD-MARA,,,,,,,overall,,2.4,2.12,2.64,,"sex, raceÐethnicity, age, marital status, education, income, urbanicity, and region",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,1,14
yes,23-Oct,,6,181,"Stinson, F. S.",2006,Stinson,Stinson et al (2006),Stinson et al (2006),"Cannabis use disorders in the USA: prevalence, correlates and co-morbidity",USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,face-to-face Interview (both),multistage,43093,both,,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1454,4,LT,LT,LT,any mood disorder,MOOD,marijuana dependence,MARD,MOOD-MARD,,,,,,,overall,,5.7,4.45,7.39,,"sex, raceÐethnicity, age, marital status, education, income, urbanicity, and region",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,1,14
yes,23-Oct,,7,181,"Stinson, F. S.",2006,Stinson,Stinson et al (2006),Stinson et al (2006),"Cannabis use disorders in the USA: prevalence, correlates and co-morbidity",USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,face-to-face Interview (both),multistage,43093,both,,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1454,4,PP,12-month,12-month,major depressive disorder,DEP,any marijuana use disorder,MARUD,DEP-MARUD,,,,,,,overall,,1.8,1.29,2.52,,"sex, raceÐethnicity, age, marital status, education, income, urbanicity, and region",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,1,14
yes,23-Oct,,8,181,"Stinson, F. S.",2006,Stinson,Stinson et al (2006),Stinson et al (2006),"Cannabis use disorders in the USA: prevalence, correlates and co-morbidity",USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,face-to-face Interview (both),multistage,43093,both,,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1454,4,PP,12-month,12-month,major depressive disorder,DEP,marijuana abuse,MARA,DEP-MARA,,,,,,,overall,,1.4,0.95,2.16,,"sex, raceÐethnicity, age, marital status, education, income, urbanicity, and region",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,0,1,1,14
